ID,Manual Coding,Tweet
9671,1,"Hey,  ! I'd love power updates, but your website to turn on those preferences is DOWN. Shame on you! Might want to plan better!"
17370,2,Wish Seminole County / Altamonte Springs had even a quarter of those resources. No power for a week and not a truck in sight.
12653,6,Way to go  My brother's power is back already thanks  #Irma
18321,2,So this would leave half of my apartment complex without power ?? Why would the trucks leave our community without completely restoring it ?
20720,2,WHERE IS our power duke energy we want it now!
3083,6,Thank you  for getting our power restored in the Upper East Side in Miami!!!!
2115,5,You should check online and see if it says your power is restored bcus they did that to us and ignored us when we really didn't have power!!
10688,8,There are downed power lines in Richmond Heights (33176) at Van Buren St & Douglas Dr near Frank C Martin K-8
3886,4,5730 Charleston Street Hollywood Florida 33021 power line snapped my brother his wife and five children ages from2 to 21 Please help them
5748,8,hazardous electric post in street for days . No power one street the rest is powered . St. John Neumann school three poles down
22179,3,"I've not seen one negative story about them, yet there are so many pissed off people sitting around with no power."
25224,2,"#HurricaneIrma was kind to our home- No damage, lost power/water. Will stream again once power is restored! (Lookin at you  !!!)"
26324,2," If you can't fix our power, at least tell us why. Sincerely lower-class apartment complex"
2971,2,"Most of my town has power. Even my next door neighbors have had power for 4 days now, but I still don't..."
15513,2,3 and a half days now. Still no power. Every outage on your map still says assessing. You guys going to give real updates?
14514,2,Can you confirm that the power outage at Narcoossee & Dowden will be restored today?
16289,3,If we only billed 4 power used why in the world R U billing us estimate of what our bill should have been & then âcreditingâ afterwards!
3692,2,Istoria dr. next to FPL staging area. We need help figuring out why this one road in the center of shore power with 50 homes is dark.
17590,6,went home to power on!!! Thank you!!! Prayers for everybody!!!
4756,2,The came to my neighbor and gave 6 houses power and left still dont have power what are u guys doing
13072,2,have u begun restoring power in broward county
9886,2,A better story would be  leaves residents witout power for days on end #HurricanIrma
24110,1,"Please post pics of this ""significant"" damage done to Pinellas park so I can understand"
7970,4,no power in Boca del Mar still. 86f inside apt. What is going on???????
1426,6,Kudos to  for their extraordinary response after #IrmaHurricane . 5 million people's power restored in one week. Unprecedent.
25353,3,how come rick neighborhood across the street from me and all rick friends I know have power but poor don't . Criminal !!
5367,6,I got the power!power! Thanks ppl for helping my city!
10541,4,Has power been restored to Pompano Beach area
6926,6,Thank you to everyone at FPL & out of state! We're out of power but know you're working hard! Thank you and stay safe!
25047,2,No powers until Friday at midnight
27755,2,you wont give me power back no balls
22800,4,"My neighbors across the street got their power today, but everyone on my side is still out. Doesn't make any sense!!! I'm in Mount Dora"
13542,4,Please help in the village green area! Need power
19685,1,Quick summer storm. Lock step dim wits. Get the power handled!
11395,6,Power in some areas was restored early this morning. Thank you  for the commitment to aid residents during tough times.
15999,4,tree on power line on Western Way
16847,4,Pinellas does not all have power. My damage is due to Irma and has not been fixed. What does it take? How can I get my family home?
19754,5,"Kim, I've asked same question since 2004 when power was out 6 days. We get thunderstorm & an hour worth of rain and my power goes out 3/4 xs"
24336,2,"power out a 5pm sunday night. crew status has been ""enroute"" since this morning. #FakeStatusReports"
23300,,Don't make me cut your power off
2030,4,DO YOU CARE ABOUT ELDERY PEOPLE ?SITLL AT 17275 COLLIS AV W/ OUT POWER . ARE GETTING SICK NO ELEVATORS .
25120,4,I need power in winter garden Florida asap you guys fixed a street down mine but not my street pls help
130,4,"Breezewood Village Apartments in Kissimmee, FL is still out of power."
19765,2," , you realize your job is to provide power to all of us? 6 days and counting and her is sit in the dark. #HurrcaneIrma"
13890,5,DO NOT CALL 911 for power outages. Contact #FPL on twitter  or FPLâs outage number: 1-800-4OUTAGE
21404,2,Going on my sixth fucking day without power I am about to LOSE MY GOD DAMN MIND
26110,6,Thanks for getting our power back here in the ucf area
27675,,By the power of asgard!!!
24454,2,here is an idea give the florida customers back to Florida power. They don't sit around playing pocket pool all day.
10475,1,September 17 th for power???? This is 2017 not 1992 or 2005!! Is the CEO even in Florida?
2434,6," THANK U! Power restored 7days #postirma . Huge thanks to Jersey Central P&L, Asplundh, & PennLine for making us whole again."
19814,1,"And in 6 months, they won't care about power and will care more about the inconveniences it will cause to actually modernize systems ."
12254,2,32 hours without power thanks #HurracaineIrma please #insidefpl we need power back in #DaniaBeach 33312  #FPL
15480,2,Please keep in mind I'm still out of power.
12292,2,"I'm in South West Miami ,FL. 90 degrees here and no power since Saturday morning 0730. All I can say is thank you to everyone coming to help"
393,8," Power is out at Oren brown seasons, Kissimmee!"
5389,3,"Gee, this makes me so happy so many power workers have time to jack off for a PR stunt while customers suffer, FU FPL"
24801,4,get the power on new port richey Van Doren Avenue in New Port Richey all but Them have power but this area
18088,8,Many people are getting this alert that itâs the first time and I think weâll be last bcaz it appears to them that the power is restored
17310,2,what's the deal  no power and won't be on till 12am?!
6492,2,Yo FPL you gave power to multiple malls but still had over 300 thousand homes without any? You guys are awesome !!
11955,2,FPL SUCKS AT RESTORING POWER. I'VE BEEN OUT OF POWER FOR 2 DAYS AND STILL NOTHING. YOU AND YOUR EMPLOYEES SUCK
9029,,Any power
10428,2,If you guys wanna believe that  is out here working it's a lie power it controlled digitally half my neighborhood gained power
20837,3,Seems like  is restoring wealthy neighborhoods power first...
27484,4,Down power lines  & Radebaugh next to kid park in Wekiva. If snap could be bad. Called no response
22723,2,Please let me fix my own power. You guys aren't going to do shit.
27193,5,Wow. Millions without power. Linemen coming in by the hundreds from across the country. Hundreds of miles of wires down. Stay strong!
5159,6,Life is great again. Power is on. Thanks FPL for your Hard work!
24182,4,1422 Maple Forest Rd Clearwater needs power asap! Please don't make this a last min deal and turn everyone's power on at once!!
7460,2,Just called your call center and got an estimate of my power being turned on no earlier then then the 27th...Thanksvagain FPL
11714,6,Kudos to  for restoring power so quickly after #hurricaneirma2017 . My family thanks you!
7493,2,Thank you #FPL for restoration of power it only took yall 85 hours
20437,2,"cool, keep beating your chest, meanwhile day 6 without power in pinellas continues as well as the 100+ heat index"
10645,6,Power is back in parts of Southwind Lakes in Boca. My freezer thanks you
9452,3,Im sure James Robo has plenty of power in his cushy mansion. Im sure that piece of garbage never had to go without. I
6757,2,Go to the residential area of palm bay where NO power trucks have been and tell them that...
15554,2,Just saw a truck drive by. Maybe I will get power by tomorrow. They are doing a good job getting the power on with as many lights out
23044,3,J.C.?? Jesus Christ works for Duke Energy? God damn... I would think he could use his powers to fuse the lines together. #Apocalypse
19727,2,lol i hear a thunderstorm off in the distance. So much for Pinellas having power by Midnight. Miss TECO so much
18058,2,Got electricity back after the hurricane but power goes off again for no reason yesterday night and still dont have it back on.
6213,6,I wish we could get  as our power company
27571,4," Winter Springs, need back up. No power. #Leavenohousebehind ."
20580,8,#Irma #Orlando update. Power slowly up.  some neighborhoods still partially out. Debris crews working. Some traffic lights out.
19573,2,"8:40 update, still no sight of truck  promises will get my power up tonight. Hell is having these people as your power company"
25056,1,"Hey while you're fixing things maybe fix whatever causes me to lose power every time there's a NORMAL storm, let alone a hurricane"
15868,6,Crazy dangerous job. One of the toughest jobs after a storm. Thank you JEA!! You guys and gals rock!! Power back on. Stay safe out there!
4229,1,I dont want to know that. I want a realistic answer as to when we will have power so I can decide to buy a generator or not! #FPLunprepared
19633,2," so, I have 86 year old parents without power still FL 34683.They don't know what is going on,when will they get power day 6"
6491,2,#FPL Must've found my real identity cause after my last tweet the ticket I've had open since 11am Sat just disappeared but still no power
2438,2,I have been without power for 8 days! Another reason to go solar
19451,2,waiting for Duke to update estimate to restore power
1685,2,"""We continue to make significant progress..."" Stop lying to the public. Everyone around me had power, 8 days to attach a wire to the pole."
26770,2,"Hey  , can you please get my power back on? Thanks."
5406,3,Stop bragging w ur inflated percentages ur clearing tickets when we still have no power ur app and this system SUCKS
7327,2,There's been FPL trucks by my house all day...ask me if I still have power.  what have you been doing all day?
24284,6,thank you for restoring power to my place.
9218,6,I can promise you the lineman of  &  are working as hard as they can to get us power back in #FL . Patience is key
19479,5,I don't work for DE and I'm sorry your power isn't on but I hope you will have power soon
27460,2,"Seems like everybody getting their power back, except ME  WASSUP WITH THAT"
15440,3,"Especially when they spent mils to remove trees from lines this past year, or so was said. Judging by all the trees on lines, some1 is rich!"
11749,2,Just drove around Titusville..No power trucks in sight. Come on FPL still no power up here.
20927,2,And how is it that Duke energy customers seem to be the only ones without power at this point?
22659,2,(2/2) Here's an assessment: all the people who called in outages to you are without power. Assessment done in 30 sec. Now start fixing it.
8557,4,My block still has no power please respond asap!!
10351,2," Hoping all power west of I-4 in Sanford, FL will be restored soon!!"
528,6,We just got power back in our home! Thank you for your hard work LE and keep hanging in there Lakelanders! #Irma #Lakeland
11491,2,All of Parkland has power but me. Where is that army of workers? We have underground lines. We need power now!
12339,3,...you won't. ... #FPL fails its customers. ...in 2017 ...4 mil lose power. ...how is this possible? INCOMPETENCE in pseudo leadership.
1082,2,.    still no power in Shenandoah & FPL hasn't set foot in our backyard where dangerous power lines are down
25356,6,Credit where credit is due: a huge thank you to the  workers restoring power in Florida. Ecstatic to see the lights come back on
17609,2,The trucks left without restoring our power yesterday and haven't returned. What you're told and our reality are 2 different things!
14912,8,I have  worked like a charm My  internet wifi & phone worked til early morning Able to watch U-verse online during storm
849,3,"Right? Other's bills are higher too, and they were w/o power longer. Everyone contacting FL Public Service Comm  "
13825,8,".  reports: 135,730  customers now without power in Palm Beach County. More than 1.3 million throughout Florida. #Irma"
275,4,What about 34746 area?? We need power restored. I know you guys are doing other things but just a heads up that my area need restored.
25682,5,I used to do electric work in navy. Sometimes you have to shut off power to safely work on damaged equipment. Maybe you should get up and..
9411,4,Please! Houses and building down the block have power but we don't. It's too hot for my mom and I.
5807,4,please check into why  closed out so many tickets without actually restoring power!! Had to create new. Smart grid??
11858,4,slide with some power to 33023 PLEASE
14910,4,I reported my power outage this morning and I got confirm email from ouc but when i looked at this map there's no colored circles on my area
24299,4,It's been two days and counting. There are alot of people including HOSPITALS in Altamonte with no power. Whats going on?
26620,3,"Folks saying  shut down your power on purpose to siphon money from the gov? No flooding, no downed lines...HMMMM"
13903,8,"New power outage numbers from  : Miami-Dade 407,663, Broward 172,997"
12038,8,I live in homeland lake worth. Fpl responders have been waiting to get power restored all day but can't because wires are still hot.
13803,8,To check outages for  visit  fpl.com/storm #HurricaneIrma  twitter.com/insideFPL/stat us/906849822417793024 â¦
23904,2,Perhaps these people are complaining they don't have power
17375,2,"I'm sorry for laughing, but that was the only laugh I've had today! 6 days without power is getting to me."
11645,4,Amazing how  has their shit together but  their head buried in sand. Restore power to Orlando now!!!!
13241,6,"What do you want him to do, drive a tanker there at Mach speed through the floods and wreckage? There's only so much HE can do . . ."
9571,4," there's a power pole leaning over my backyard, wires are holding it up. Live wires on my fence. Can we get someone to fix this? "
13059,8,Mine are underground... Lost power in Melbourne last night
13352,8,Power went out at 3:50. Think FPL shut it off the grid for safety.
23575,2," how y'all expect people to survive and y'all not coming to fix the power until Friday . it's hot af , y'all owe me new food"
9824,4,Do you have power? #HurricaneIrmaAftermath
17999,5,Guess this would work. They're my power lines right?
12852,6,thank you for your quick work in getting back our power real good job and I salute ya
4832,6,Thank you  thank for getting us through the storm
13661,8,1.3 million people without power in South Florida.  working to restore as soon as its safe.  cbsloc.al/2whie4k
25671,2,"Well the other power suppliers don't seem to be having the same problems... No hate to the workers, but someone higher up is fucking around."
16256,2,Many would have had power if theyâd been allowed to use their solar panels. Fuck you. Fuck your âthank youâ and fuck your lobbyists
24435,4,we are slipping into insanity. Please bring the power back.
25664,6,"We'd like to take a moment to recognize  & their crew of over 9,000 for working tirelessly around the clock to restore power."
9941,4,How long until Blatt Blvd/Weston Road -La Costa Community gets power? Crews in area not fixing us?
13925,8,Miami - Morningside: power just went off  Hopefully not for too long #HurrcaneIrma
9634,4,"We don't have power though so please  save us MLK Ave, STA, FL"
20332,2,95 degree heat inside an apartment sounds like an emergency to me. People could die of heatstroke.
24589,2,From what  states I wonât have any power until Sunday Midnight. Yet all these retailers in the area already have power. #Irma
1646,2,DAY 11TH  'our records indicate your power was restored'.......power lines still swimming in my pool........(North Miami)
13790,8,Please report any power outages to  . #HurricaneIrma
17868,2,"â¦ clear sign of, quite significant, desperation. This town has a population of 16K, maximum, & there was barely any damage from theâ¦"
18294,4,Hidden oak estates is still out of power too. We would be cheering for them if they showed up!
2380,2,"Why were we told, five hours ago, that our power would be off less than two hours while a line was repaired?"
14531,4,can I get some help? It seems like my house is the only house on the block without power. Neighbors got power hours ago
15221,8,.  It's comical to watch neighbors debating with JEA crews whether we have power. Crews are recv'g bad info from 11 W. Church St
5081,5,Yea that's a switch they can do they sometimes shut the power off during storms to save transformers
27478,6,See us going south? We're sending 300+  experts (20 WNYers) to help  &  restore power after #Irma .
8996,2,west boca has no power n no streetlights n ive seen 5 ambulances in my area all my neighbors had 2 check into hotels cuz of the heat
18388,2,I kept having dreams all night that power came back on. Then I woke up.
2991,2,I demand answers!  we just had power! Now it is gone! I pay you good money for this service! What is happening?!
11869,2,Have not seen 1 truck but the next town over they all have power it but not one truck Cocoa Beach all without power how is this possible???
15680,2,Nah they're too busy getting power back to the schools that are closed for the week anyhow. Let's not focus on homes where the kids live
24529,6,Driving north from Savannah to Charlotte I counted 358 tree removal and power trucks headed south. Many were  .
23316,6,credit where credit is due. After 61 hrs power has been restored. Thank you
8941,2,TAKE OFF ME JACKET MANS IS HOT PRRRR PRRTT PRTTTT PRRRT  gimme my power back
2676,4,when can #CoralGables expect power? Family friend in hospital bc of dehydration/heat exhaustion
17257,8,one line down and cut for 5 days now. No sign of any power trucks. Cutters Corner in Apopka Orange County whole neighborhood out
23503,3,"At this point I think they want us to touch power lines and die, so they can bill our corpse.."
13249,3,Arrests need to be made  for keeping Turkey Point nuclear reactors running while Irma sucked ocean water out to sea.
26922,6,"Power companies turn off the power to work on the lines, so even though you had power they might of needed to turn off the neighborhood"
22436,2,Yeah????? Ok tell me how the school across my street got power and so does a few houses and I'm still sleeping in the dark without AC???????
25942,1,"Does this also mean those without power for 24hr get no bills for 3 months to pay for the food,pet,health damages caused by having no power."
5655,5,"La Chona is the official ""Power song""....if you play it you will get power back"
25687,,I like power
6385,2,Thank God there is an army of invisible power trucks out there fixing things. :/
10505,2,Way to go  ! 48 hrs without power in an area not hard hit! Your incompetence is second to none!Power went out in ok weather btw
20609,8,The Salty Angler in Key West has power as of this morning but not in Pinellas!
5547,8,Here's the updated  power outage/restored in Florida and South FL area. #HurricaneIrmaRecovery
26630,8,Much of orlando still dark. 36 hours now with no damage
26585,2,where are these so called hundreds of workers? Everyone around here seems to have power. Where is mine??!! Lazy incompetent.
17871,1,"â¦ man power, & equipment on hand; was the result of your  meeting during Hurricane Irma   ?!?? Wow; that's aâ¦"
22397,2,how is it possible for there to be power everywhere BUT our neighborhood? #RoyalManorEstatesNoPower
10023,8,Mine as well. But nope no Power
23051,8," there is a tree down on some lines behind house #7715 cayuga drive. In new port richey fl, the whole community has no power."
28117,2,this some sick joke right why don't we have power everyone else has power please respond now
4921,8,"... says they have 300 trucks at the Sarasota site alone -30 sites like it across state ""Largest hurricane restoration force in US history"",,,,""908675353622798336"
27069,6,Power is back! Thank you  for taking care of us so quick! #HurricaneIrma
13263,8,power is still out at 11031 nw 23rd court Coral Springs 33065
5405,8,Umm 33128 still needs power....
19227,2,TAMPA BAY EXPECTS YOU TO DETERMINE WHY IT TOOK  SO LONG TO RESTORE POWER! #HurricaneIrma
3407,2,you guys said my power would be restored on the 17th. Changed it to the 15th and havent made the deadline. Stop playing games.
22293,0,It's obvious who has power on this thread
27727,4,"We've had no power since 9pm last night. Is there anyone in the area? Marina Bay, Windermere. Thanks!!"
11707,6,THANK YOU for the quick power restoration of power in  #grateful
40,4,So how do we know when we have power? Trying to be responsible and waiting for power and water
24681,3,"If this was the 1st time w/ duke energy, & bc of the extreme weather, I'd understand. They provide subpar product & service. #FireDukeEnergy"
11348,6,Power back on in Miami Beach.  doing some amazing work considering the swath of destruction after Irma
27518,6,really did a good job. Without power for less than 24 hours.. You guys killed it!
5028,6,The power is back on at my parents house! Great news! Thank you  !
22377,2,Bullshit! There was no flooding and little wind damage in #StPete and not a single truck to be seen today! You killed 6 people! Incompetent!
27527,2,Barely raining and I've already lost power. I'm over in the NoDa area of Charlotte.
13001,4,can u please help turn our power back on.... where in the north Lauderdale area
13541,4,we don't have any power OR WATER in our home in Doral. Any word when at least the water will come back?
5208,8,dog in surgery and Fpl just cut power!!! They said it would come right back on!! Dog could die!! They knew it before they cut!!!
5603,2," day 5 without power. No hurricane damage, no flooding -what's the problem?!? Not a single truck in zip 33919. We need help!"
1790,2,I have been told twice my power is on. My power is not on. Why are you lying to loyal customers?
9371,4," Power for THOUSANDS of elderly at Kings Point, Delray Beach, need to be prioritized. They couldn't store much. Help appreciated."
13730,6,Whatever you guys are doing it's amazing! Boca Raton power is popping out but comes right back every time! FPL is our hero! TY.
20149,4,please don't forget us!!!  at lake Irene #still no power work close by #takingcareofanimals
11417,8,Morselife-power foxhall-power lakesidegreen-power publix-power chevronstation-power 3000 people in VieraPalm Beaches-powerless
13312,8,"Damn, going on 20 hours without power here in west kendall, Miami. #IrmaHurricane2017 "
26768,2,"Assessment? The transformers right under my window blew this morning at 8, after the storm!! That's assessed now come fix it please."
6129,8,Maybe I shouldn't post anything. Also put in ticket as soon as I lost power.
23840,6,Gratitude is the key to Attitude. Deeply grateful for  restoring power in the night! And  continually restocking #Irma
28177,8,There goes the power   #Gainesville
8901,4,That's where I am. I'm in Hills of Weleby. Damn it. I really hate the no power crap.
27372,4,"Underrated thing about having no power: not only is there no A/C, but there aren't any fans either.  please make haste"
14354,6," : We have one of the strongest grids in America, but no grid is designed to withstand a category 5 storm."
20803,8,still no power
23986,8,Same thing here. Houses one block all around my street have power but not us.
25724,4," power went out in Poinciana (34758) after #Irma passed, at 11am yesterday. Any updates that can help family make arrangements?"
11525,4,grateful you restored power 1 block west and literally 200 ft from us but wondering about us. A small part of Harrison titusville
8133,6,"Thank you for all you're doing  I hope you restore power to my home in East Davie, FL soon. The heat is unbearable."
12324,3,... #FPL is broken. The CEO must be terminated. He and his predecessors have failed #Floridians . 2017 and zero power. PRIMITIVE!
9463,4,ayy bitch why did y'all just cut my power for
19353,5,I meant with sincerity that I hope power is on soon. It's never fun for anyone to be w/o it- no matter how long but ESPECIALLY this long.
27692,4,When will we get power back? Sorry for the pressure
14534,2,"Please fix this cutout! 100+ people, 3 days no power, 1 switch to fix  goo.gl/maps/rpUvFjZug Tz â¦  #Irma #Orlando #Note8 "
24621,4,"Estimate on when we'll know ""individ restor"" times? Site still says assessing damage."
21477,0,Spoke to your rep no more power numbers because they don't match hahahaha
5191,2,Same here in Pinecrest... Day 6 after we lost power from Irma and not an FPL truck in sight!! Hello? #FPL #inthedark #smelllikeagoat
14081,4,Power out here in sailboat bend Fort Lauderdale over an hour pls restore it's too early to lose power
4607,4,Did you get power??
22102,4,can we please get status update and eta. power out since sat. report it. auto. system stated
8504,8,Just called  who proceeded to kindly tell me I'll have power by end of day Sept. 17. Never planned for 8 days without power.
26124,2,MAN WE DONT WANT TO HERE THAT BS WE IN PINELLAS COUNTY WANT TO SEE IMMEDIATE RESULTS AND NOW ITS OUR POWER WE WANT IT NOW!
9259,4,Miami Gardens also exists ....... we would like power or at least some actual realistic updates
11097,5,Don't forget theme parks lowering prices each year. Hope you get power back soon.
3634,4,PLEASE Power urgently needed at 920 Placetas Ave Coral Gables 33146 At least an explanation!
18750,2,Working hard to restore power in Seminole county I see.
16859,6,Thanks  after over a week without electricity you finally turned my power on today! I take back half the things I said about you!
10176,3,why are the linemen from ME being denied food & water and forced to double up in 1 bed. They don't have to be here helping #shame
70,8,"Retweeted Keys Energy Services (  ): All 29,000 KEYSâ customers are presently without power (happened...  fb.me/A2HcgDmk"
3748,8," Day 6 and I still have no power, was promised by Sunday now they've pushed back on Monday with no formal announcement "
12544,4,Pleas remember sunset and 107 alot of homes no power but it's on all around us
21034,2,"And now I just got a text from work, for the fifth day in a row, that there is no power there. Therefore no work. PEOPLE NEED JOBS, man."
6365,8,"Still 700,000 customer accounts without power at this hour in So FL â¢  "
14154,1,Your power outage tracker page is really clunky on the iPad. You might want to fix this for the next storm.
25600,2,"We had a electric truck from Canada stop, get out, walk, stare into space hop back in the truck & leave.. NO FLIPPING POWER"
19424,6,Thank you  for restoring power as promised.My elderly parents were anxiously waiting in st pete! They can now rest.
11310,3,...the question is... ...how can millions be without power 25 yrs. later? CRIMINAL!
9742,2,but I had power this morning and it went out again  WHY?? Should be an easy fix...
24011,2,how do you manage this fucktardery and forget one whole block when turning power back on my two year old is dying smh let down
27333,6,thank you for getting my power back on in Pinellas county. You guys rock!
12670,6,Some people have no clue what it takes to actually restore power SAFELY in areas that have just experienced a major storm
9688,4,any updates about restoring power in Miami Shores? Thanks
3528,2,"You know what's worse than 7 days w out power in scorching Miami heat? Having it come back on , only to have it turned off again. "
23481,3,No power but they'll make sure you get your bill
25895,2,As soon as the slow  gets my power running im finding a way for OUC to run my electricity. #yourefired
20235,8,Coincidence or not our power just kicked back on. The power of social media will never ceases to amaze me. #dukeeneegy #whydittakesolong #ac
11797,4,Would be nice if  could get my power back on. I know it woukd make my DISABLED MOTHER WHOSE ON OXYGEN happier.
788,4,what y'all waiting on with turning our power back on
21462,4,"hey  , I know you're trying your best but, I need power. I'm slowly dying. send reinforcements. thanks"
13063,4,any efforts to restore power going on in Pines or do we have to wait still? Not even Windy anymore around here
17739,2," I am doubting your estimates now. No power, 13.5 hours left on your deadline. Message me to shut me up for a few hours."
25007,2," with no comms on why, we had power turned off in the middle of the day today. If its to repair something at least say so."
14252,8,Supposedly  is gonna cut all electrical power during the #HuricaneIrma . ?
21334,4,You guys are close to my house turning power on all over please turn my neighborhood on behind the old closed down whataburger
1648,2,It sprinkled outside and my power went out again. I JUST put new food in my fridge. You guys sure are lucky you have a monopoly.
23338,4," when will Duke trucks be at young pine rd? Trash building up, very hot, and power lines leaning"
21467,8,"Christian just arrived at a  worksite in Harbor Bluffs. On his first storm deployment from #NC , he'll climbing on this one. "
20853,2,just made me realize why I need to get solar panels to power my house. Taking this long is bullshit. Not dealing w this again
21093,3,"NOT ONLY THIS.... BUT I GOT A BILL IN THE MAIL TODAY FROM DUKE. TURN MY POWER BACK ON JESUS CHRIST. YOU SKIPPED US ONCE, TURN IT ON"
9973,3,Are you kidding me-the 22nd ? We have not seen a single power truck in Ft Myers yet- this is criminal-there is power 2 blocks away
6576,8,120 hours here. Since Friday st sundown. I've grown to accept that I'm getting power back probably in 2 weeks or so
16624,8,just called to verify if we are still without power and they say they are sending a crew they follow thru
2990,8,Miami dade has the most with no power north Miami Beach 33162 still nothing !
11154,4,no trucks no help no relief still no power or updates. Shame on you for lack of communication. Atlantic blvd west of riverside.
22452,3,"I love it, it has always been a dream of mine to pay for service as bad as yours. I love seeing all my surrounding neighbors have power!"
3341,2,If you would have used the 22k so called workers to do one county at a time you would of been done restoring power days ago.
5678,8,Same here in Miramar. Everyone around me has power
24307,4,Hey  - haven't seen a truck all day in Largo FL No power = no sewage here! WHEN are you coming???
4962,2,"   how is it that u r sending notices saying power is up, Yet I sit here in sweltering heat w/no POWER? Fake news!"
27814,8,"400,000 are without power in Pinellas.  spox says crews are working 16hr days, but doesn't have answer on when restored."
20734,2,WE WANT OUR POWER BACK NOW!
17357,2,HA! Are you serious with this crap? You're telling me that with 3 lines down in view of my yard you will have my power on in 9 hours? #bull
25310,2,every single other residency/establishment on my block has power except those unfortunate enough to have you as a provider.
10953,8,"Baron, I live nearby nob hill and oakland. Everything north os out, but my neighbors and across the street all have power. In the same boat."
23900,6,thank you for all your hard work. Power is restored and I'm back into my home. #FloridaStrong
20376,6,Thank you  we have power again!!
7901,8,"That sounds like my neighborhood, most have power but the end street where the line ends, no power..."
9555,1,"That is not an unreasonable request. They had weeks to prepare. This storm didn't just ""pop up"" out of nowhere."
5609,2,get my power back and shoot me the one after you finish for taking so long
19042,4,Hey  whatâs going with the power?
17051,8,still no power at my house in Seminole County. Out since 7:48pm last Sun. Whats going on with Duke?
5335,4,this one building has no power 615 ME 22nd Street. Miami #Florida 33137 #AfterIRMA #edgewater it has been too long
15312,2,"So it's taken almost 5 full days after a tropical storm hits, to get 87% of power back? Pathetic. That's a poor #because some never lost"
14809,4,our neighborhood in southern oaks has under ground power lines any update on this area Pershing and Fern Creek?
13994,5,"sheesh, you have damage?"
13687,8,.  reports more than 3 million people are without power as #HurricaneIrma pounds Florida.  bit.ly/2xosNaN
6289,8,Still no power. The smell is getting bad over here.
16991,4,why do all the surrounding areas of East Orlando have power except for Bithlo? Why is Bithlo not allowed to have power?
27734,8,"Hope you do too!  &  plan to focus on hospitals, shelters, other priorities first. Them move to large power lines."
22058,8,Duke Energy considers the hurricane aftermath is NOT emergency. So NO overtime to restore. Orange County without power more than 84 hours.
26208,1,"It's bad. Duke w/o power for 36+ hours in 32826, despite no flooding, no down lines, no damage. How? Is the infrastructure THAT substandard?"
16764,2,"Cranes Roost Condominiums has no damage, lines are under the ground and we still only have power to only half of the complex. Tired of lies."
23549,8,The only people I know personally who still don't have power are all  customers. Just an observation. #IrmaRecovery
13260,1,People w/ a hurricane hitting them might be a bit less stressed if they know their utility is ready. FPL prep will be criticized regardless.
10891,8," we got power for 30 seconds. Website status said ""order complete"". Had to do new ticket. Houses all around us w/power. Send help."
17717,4,#Seminole still on for getting power today? It's been a week and no visible damage or trucks. Tiffany Oaks Apartments.
22231,2,"Should call them ""David Duke Energy"" a scene I lived in a mixed-race neighborhood they did up the ritzy side and they were gone. us no power"
25233,4,"Hey  4hrs ago you were right here, ready to restore power. What happened? Still no power. Update PLS! #Altamonte #DouglasAve "
13446,2,can I have my power backkkkk I'm dying here !!!!!
